CidAdaptadaId;Codigo;Diagnostico
6425;P285;Insuficiência respiratória do recém-nascido
6426;P288;Outras afecções respiratórias especificadas do recém-nascido
6427;P289;Afecção respiratória do recém-nascido, não especificada
6428;P290;Insuficiência cardíaca neonatal
6429;P291;Disritmia cardíaca neonatal
6430;P292;Hipertensão neonatal
6431;P293;Persistência da circulação fetal
6432;P294;Isquemia miocárdica transitória do recém-nascido
6433;P298;Outros transtornos cardiovasculares originados no período perinatal
6434;P299;Transtornos cardiovasculares não especificados originados no período perinatal
6435;P350;Síndrome da rubéola congênita
6436;P351;Infecção congênita por citomegalovirus
6437;P352;Infecção congênita por vírus do herpes [simples]
6438;P353;Hepatite viral congênita
6439;P358;Outras doenças virais congênitas
6440;P359;Doença viral congênita não especificada
6441;P360;Septicemia do recém-nascido devida a estreptococo do grupo B
6442;P361;Septicemia do recém-nascido devida a outros estreptococos e aos não especificados
6443;P362;Septicemia do recém-nascido devida ao Stafilococcus aureus
6444;P363;Septicemia do recém-nascido devida a outros estafilococos e aos não especificados
6445;P364;Septicemia do recém-nascido devida a Escherichia coli
6446;P365;Septicemia do recém-nascido devida a anaeróbios
6447;P368;Outras septicemias bacterianas do recém-nascido
6448;P369;Septicemia bacteriana não especificada do recém-nascido
6449;P370;Tuberculose congênita
6450;P371;Toxoplasmose congênita
6451;P372;Listeriose neonatal (disseminada)
6452;P373;Malária falciparum congênita
6453;P374;Outras malárias congênitas
6454;P375;Candidíase neonatal
6455;P378;Outras doenças infecciosas e parasitárias congênitas especificadas
6456;P379;Doença infecciosa ou parasitária congênita não especificada
6457;P38;Onfalite do recém-nascido com ou sem hemorragia leve
6458;P390;Mastite infecciosa neonatal
6459;P391;Conjuntivite e dacriocistite neonatais
6460;P392;Infecção intra-amniótica do feto não classificada em outra parte
6461;P393;Infecção neonatal do trato urinário
6462;P394;Infecção neonatal da pele
6463;P398;Outras infecções especificadas próprias do período perinatal
6464;P399;Infecção própria do período perinatal não especificada
6465;P500;Perda sangüínea fetal devida a vasa prévia
6466;P501;Perda sangüínea fetal por ruptura do cordão
6467;P502;Perda sangüínea fetal originada da placenta
6468;P503;Hemorragia para a circulação do outro gêmeo
6469;P504;Hemorragia para a circulação materna
6470;P505;Perda sangüínea devido a secção do cordão umbilical do outro gemelar
6471;P508;Outras perdas sangüíneas fetais
6472;P509;Perda sangüínea fetal não especificada
6473;P510;Hemorragia umbilical maciça do recém-nascido
6474;P518;Outras hemorragias umbilicais do recém-nascido
6475;P519;Hemorragia umbilical do recém-nascido, não especificada
6476;P520;Hemorragia intraventricular (não-traumática) grau 1, do feto e do recém-nascido
6477;P521;Hemorragia intraventricular (não-traumática) grau 2, do feto e do recém-nascido
6478;P522;Hemorragia intraventricular (não-traumática) grau 3, do feto e do recém-nascido
6479;P523;Hemorragia intraventricular (não-traumática) não especificada, do feto ou do recém-nascido
6480;P524;Hemorragia intracerebral (não-traumática) do feto e do recém-nascido
6481;P525;Hemorragia subaracnoídea (não-traumática) do feto e do recém-nascido
6482;P526;Hemorragia cerebelar (não-traumática) e da fossa posterior do feto ou recém-nascido
6483;P528;Outras hemorragias intracranianas (não-traumáticas) do feto e do recém-nascido
6484;P529;Hemorragia intracraniana (não-traumática) do feto e do recém-nascido, não especificada
6485;P53;Doença hemorrágica do feto e do recém-nascido
6486;P540;Hematêmese neonatal
6487;P541;Melena neonatal
6488;P542;Hemorragia retal neonatal
6489;P543;Outras hemorragias gastrointestinais do período neonatal
6490;P544;Hemorragia supra-renal neonatal
6491;P545;Hemorragia cutânea neonatal
6492;P546;Hemorragia vaginal neonatal
6493;P548;Outras hemorragias fetais e neonatais especificadas
6494;P549;Hemorragia fetal e neonatal não especificada
6495;P550;Isoimunização Rh do feto e do recém-nascido
6496;P551;Isoimunização ABO do feto e do recém-nascido
6497;P558;Outras doenças hemolíticas do feto e do recém-nascido
6498;P559;Doença hemolítica não especificada do feto e do recém-nascido
6499;P560;Hidropsia fetal devida à isoimunização
6500;P569;Hidropsia fetal devida a outras doenças hemolíticas e às não especificadas
6501;P570;Kernicterus devido à isoimunização
6502;P578;Outros kernicterus especificados
6503;P579;Kernicterus não especificado
6504;P580;Icterícia neonatal devida a contusões
6505;P581;Icterícia neonatal devida a sangramento
6506;P582;Icterícia neonatal devida a infecção
6507;P583;Icterícia neonatal devida a policitemia
6508;P584;Icterícia neonatal devida a drogas ou toxinas transmitidas pela mãe ou administradas ao recém-nascido
6509;P585;Icterícia neonatal devida à deglutação de sangue materno
6510;P588;Icterícia neonatal devida a outras hemólises excessivas especificadas
6511;P589;Icterícia neonatal devida a hemólise excessiva não especificada
6512;P590;Icterícia neonatal associada ao parto prematuro
6513;P591;Síndrome da bile espessa
6514;P592;Icterícia neonatal de outras lesões hepatocelulares e das não especificadas
6515;P593;Icterícia neonatal devida a inibidores do leite materno
6516;P598;Icterícia neonatal devida a outras causas especificadas
6517;P599;Icterícia neonatal não especificada
6518;P60;Coagulação intravascular disseminada do feto e do recém-nascido
6519;P610;Trombocitopenia transitória neonatal
6520;P611;Policitemia neonatal
6521;P612;Anemia da prematuridade
6522;P613;Anemia congênita por perda sangüínea fetal
6523;P614;Outras anemias congênitas não classificada em outra parte
6524;P615;Neutropenia transitória neonatal
6525;P616;Outros transtornos transitórios de coagulação do período neonatal
6526;P618;Outros transtornos hematológicos perinatais especificados
6527;P619;Transtorno hematológico perinatal não especificado
6528;P700;Síndrome do filho de mãe com diabetes gestacional
6529;P701;Síndrome do filho de mãe diabética
6530;P702;Diabetes mellitus neonatal
6531;P703;Hipoglicemia neonatal iatrogênica
6532;P704;Outras hipoglicemias neonatais
6533;P708;Outros transtornos transitórios do metabolismo dos carboidratos do feto e do recém-nascido
6534;P709;Transtorno transitório não especificado do metabolismo dos carboidratos do feto e do recém-nascido
6535;P710;Hipocalcemia do recém-nascido pelo uso de leite de vaca
6536;P711;Outras hipocalcemias neonatais
6537;P712;Hipomagnesemia neonatal
6538;P713;Tetania neonatal sem deficiência de cálcio ou magnésio
6539;P714;Hipoparatiroidismo neonatal transitório
6540;P718;Outros transtornos transitórios do metabolismo do cálcio e do magnésio do período neonatal
6541;P719;Transtornos transitórios não especificados do metabolismo do cálcio e do magnésio do período neonatal
6542;P720;Bócio neonatal, não classificado em outra parte
6543;P721;Hipotireoidismo neonatal transitório
6544;P722;Outros transtornos transitórios da função de tireóide não classificados em outra parte
6545;P728;Outros transtornos endócrinos transitórios e especificados do período neonatal
6546;P729;Transtorno endócrino neonatal transitório não especificado
6547;P741;Desidratação do recém-nascido
6548;P742;Distúrbios do equilíbrio de sódio do recém-nascido
6549;P743;Distúrbios do equilíbrio de potássio do recém-nascido
6550;P744;Outros distúrbios eletrolíticos transitórios do recém-nascido
6551;P745;Tirosinemia transitória do recém-nascido
6552;P748;Outros distúrbios metabólicos transitórios do recém-nascido
6553;P749;Distúrbio metabólico transitório não especificado do recém-nascido
6554;P75;Íleo meconial
6555;P760;"Síndrome da ""rolha de mecônio"""
6556;P761;Íleo transitório do recém-nascido
6557;P762;Obstrução intestinal devido a leite espesso
6558;P768;Outras obstruções intestinais especificadas do recém-nascido
6559;P769;Obstrução intestinal não especificada do recém-nascido
6560;P77;Enterocolite necrotizante do feto e do recém-nascido
6561;P780;Perfuração intestinal no período perinatal
6562;P781;Outras peritonites neonatais
6563;P782;Hematemese e melena devidas a deglutição de sangue materno
6564;P783;Diarréia neonatal não-infecciosa
6565;P788;Outros transtornos perinatais especificados do aparelho digestivo
6566;P789;Transtorno perinatal não especificado do aparelho digestivo
6567;P800;Síndrome de lesão pelo frio
6568;P808;Outras hipotermias do recém-nascido
6569;P809;Hipotermia não especificada do recém-nascido
6570;P810;Hipertermia ambiental do recém-nascido
6571;P818;Outros distúrbios especificados da regulação térmica do recém-nascido
6572;P819;Distúrbio não especificado da regulação térmica do recém-nascido
6573;P830;Esclerema neonatal
6574;P831;Eritema tóxico neonatal
6575;P832;Hidropsia fetal não-devida à doença hemolítica
6576;P833;Outros edemas e os não especificados próprios do feto e do recém-nascido
6577;P834;Intumescimento mamário do recém-nascido
6578;P835;Hidrocele congênita
6579;P836;Pólipo umbilical do recém-nascido
6580;P838;Outras afecções especificadas do tegumento próprias do feto e do recém-nascido
6581;P839;Afecção não especificada do tegumento própria do feto e do recém-nascido
6582;P90;Convulsões do recém-nascido
6583;P910;Isquemia cerebral neonatal
6584;P911;Cistos periventriculares adquiridos do recém-nascido
6585;P912;Leucomalácia cerebral neonatal
6586;P913;Irritabilidade cerebral neonatal
6587;P914;Depressão cerebral neonatal
6588;P915;Coma neonatal
6589;P916;Encefalopatia hipóxico-isquêmica do recém-nascido
6590;P918;Outros distúrbios especificados da função cerebral do recém-nascido
6591;P919;Distúrbio não especificado da função cerebral do recém-nascido
6592;P920;Vômitos no recém-nascido
6593;P921;Regurgitação e ruminação no recém-nascido
6594;P922;Alimentação vagarosa do recém-nascido
6595;P923;Subalimentação do recém-nascido
6596;P924;Hiperalimentação do recém-nascido
6597;P925;Dificuldade neonatal na amamentação no peito
6598;P928;Outros problemas de alimentação do recém-nascido
6599;P929;Problema não especificado de alimentação do recém-nascido
6600;P93;Reações e intoxicações devidas a drogas administradas ao feto e ao recém-nascido
6601;P940;Miastenia grave neonatal transitória
6602;P941;Hipertonia congênita
6603;P942;Hipotonia congênita
6604;P948;Outros transtornos do tônus muscular do recém-nascido
6605;P949;Transtorno não especificado do tônus muscular do recém-nascido
6606;P95;Morte fetal de causa não especificada
6607;P960;Insuficiência renal congênita
6608;P961;Sintomas de abstinência neonatal de drogas utilizadas pela mãe
6609;P962;Sintomas de abstinência do uso de drogas terapêuticas no recém-nascido
6610;P963;Suturas cranianas amplas no recém-nascido
6611;P964;Interrupção de gravidez, afetando o feto e recém-nascido
6612;P965;Complicações de procedimentos intra-uterinos não classificados em outra parte
6613;P968;Outras afecções especificadas originadas no período perinatal
6614;P969;Afecções originadas no período perinatal não especificadas
6615;Q000;Anencefalia
6616;Q001;Craniorraquisquise
6617;Q002;Iniencefalia
6618;Q010;Encefalocele frontal
6619;Q011;Encefalocele nasofrontal
6620;Q012;Encefalocele occipital
6621;Q018;Encefalocele de outras localizações
6622;Q019;Encefalocele não especificada
6623;Q02;Microcefalia
6624;Q030;Malformações do aqueduto de Sylvius
6625;Q031;Atresia das fendas de Luschka e do forâmen de Magendie
6626;Q038;Outra hidrocefalia congênita
6627;Q039;Hidrocefalia congênita não especificada
6628;Q040;Malformações congênitas do corpo caloso
6629;Q041;Arrinencefalia
6630;Q042;Holoprosencefalia
6631;Q043;Outras deformidades por redução do encéfalo
6632;Q044;Displasia do septo e das vias ópticas
6633;Q045;Megalencefalia
6634;Q046;Cistos cerebrais congênitos
6635;Q048;Outras malformações congênitas especificadas do encéfalo
6636;Q049;Malformação congênita não especificada do encéfalo
6637;Q050;Espinha bífida cervical com hidrocefalia
6638;Q051;Espinha bífida torácica com hidrocefalia
6639;Q052;Espinha bífida lombar com hidrocefalia
6640;Q053;Espinha bífida sacra com hidrocefalia
6641;Q054;Espinha bífida não especificada, com hidrocefalia
6642;Q055;Espinha bífida cervical, sem hidrocefalia
6643;Q056;Espinha bífida torácica, sem hidrocefalia
6644;Q057;Espinha bífida lombar, sem hidrocefalia
6645;Q058;Espinha bífida sacra, sem hidrocefalia
6646;Q059;Espinha bífida não especificada
6647;Q060;Amielia
6648;Q061;Hipoplasia e displasia da medula espinal
6649;Q062;Diastematomielia
6650;Q063;Outras malformações congênitas da cauda eqüina
6651;Q064;Hidromielia
6652;Q068;Outras malformações congênitas especificadas da medula espinal
6653;Q069;Malformação congênita não especificada da medula espinal
6654;Q070;Síndrome de Arnold-Chiari
6655;Q078;Outras malformações congênitas especificadas do sistema nervoso
6656;Q079;Malformação congênita não especificada do sistema nervoso
6657;Q100;Ptose congênita
6658;Q101;Ectrópio congênito
6659;Q102;Entrópio congênito
6660;Q103;Outras malformações congênitas das pálpebras
6661;Q104;Ausência ou agenesia do aparelho lacrimal
6662;Q105;Estenose ou estreitamento congênito do canal lacrimal
6663;Q106;Outras malformações congênitas do aparelho lacrimal
6664;Q107;Malformação congênita da órbita
6665;Q110;Olho cístico
6666;Q111;Outras formas de anoftalmia
6667;Q112;Microftalmia
6668;Q113;Macroftalmia
6669;Q120;Catarata congênita
6670;Q121;Luxação congênita do cristalino
6671;Q122;Coloboma do cristalino
6672;Q124;Esferofaquia
6673;Q128;Outras malformações congênitas do cristalino
6674;Q129;Malformação congênita não especificada do cristalino
6675;Q130;Coloboma da íris
6676;Q131;Ausência de íris
6677;Q132;Outras malformações congênitas da íris
6678;Q133;Opacidade congênita da córnea
6679;Q134;Outras malformações congênitas da córnea
6680;Q135;Esclerótica azul
6681;Q138;Outras malformações congênitas da câmara anterior do olho
6682;Q139;Malformação congênita não especificada da câmara anterior do olho
6683;Q140;Malformação congênita do humor vítreo
6684;Q141;Malformação congênita da retina
6685;Q142;Malformação congênita do disco óptico
6686;Q143;Malformação congênita da coróide
6687;Q148;Outras malformações congênitas da câmara posterior do olho
6688;Q149;Malformação congênita não especificada da câmara posterior do olho
6689;Q150;Glaucoma congênito
6690;Q158;Outras malformações congênitas especificadas do olho
6691;Q159;Malformação congênita não especificada do olho
6692;Q160;Ausência congênita do pavilhão auricular [orelha]
6693;Q161;Ausência, atresia e estreitamento congênitos do conduto auditivo (externo)
6694;Q162;Ausência da trompa de Eustáquio
6695;Q163;Malformação congênita dos ossículos do ouvido
6696;Q164;Outras malformações congênitas do ouvido médio
6697;Q165;Malformação congênita do ouvido interno
6698;Q169;Malformação congênita do ouvido não especificada causando comprometimento da audição
6699;Q170;Pavilhão supranumerário
6700;Q171;Macrotia
6701;Q172;Microtia
6702;Q173;Outras deformidades da orelha
6703;Q174;Anomalia de posição da orelha
6704;Q175;Orelhas proeminentes
6705;Q178;Outras malformações congênitas especificadas da orelha
6706;Q179;Malformação congênita não especificada da orelha
6707;Q180;Seio, fístula e cisto de origem branquial
6708;Q181;Seio, fístula e cisto pré-auricular
6709;Q182;Outras malformações da fenda branquial
6710;Q183;Pescoço alado
6711;Q184;Macrostomia
6712;Q185;Microstomia
6713;Q186;Macroqueilia
6714;Q187;Microqueilia
6715;Q188;Outras malformações congênitas especificadas da face e do pescoço
6716;Q189;Malformação congênita não especificada da face e do pescoço
6717;Q200;Tronco arterial comum
6718;Q201;Ventrículo direito com dupla via de saída
6719;Q202;Ventrículo esquerdo com dupla via de saída
6720;Q203;Comunicação ventrículo-atrial discordante
6721;Q204;Ventrículo com dupla via de entrada
6722;Q205;Comunicação átrio-ventricular discordante
6723;Q206;Isomerismo dos apêndices atriais
6724;Q208;Outras malformações congênitas das câmaras e das comunicações cardíacas
6725;Q209;Malformação congênita não especificada das câmaras e das comunicações cardíacas
6726;Q210;Comunicação interventricular
6727;Q211;Comunicação interatrial
6728;Q212;Comunicação atrioventricular
6729;Q213;Tetralogia de Fallot
6730;Q214;Comunicação aortopulmonar
6731;Q218;Outras malformações congênitas dos septos cardíacos
6732;Q219;Malformação congênita não especificada de septo cardíaco
6733;Q220;Atresia da valva pulmonar
6734;Q221;Estenose congênita da valva pulmonar
6735;Q222;Insuficiência congênita da valva pulmonar
6736;Q223;Outras malformações congênitas da valva pulmonar
6737;Q224;Estenose congênita da valva tricúspide
6738;Q225;Anomalia de Ebstein
6739;Q226;Síndrome do coração direito hipoplásico
6740;Q228;Outras malformações congênitas da valva tricúspide
6741;Q229;Malformação congênita não especificada da valva tricúspide
6742;Q230;Estenose congênita da valva aórtica
6743;Q231;Insuficiência congênita da valva aórtica
6744;Q232;Estenose mitral congênita
6745;Q233;Insuficiência mitral congênita
6746;Q234;Síndrome do coração esquerdo hipoplásico
6747;Q238;Outras malformações congênitas das valvas aórtica e mitral
6748;Q239;Malformação congênita não especificada das valvas aórtica e mitral
6749;Q240;Dextrocardia
6750;Q241;Levocardia
6751;Q242;Cor triatriatum
6752;Q243;Estenose do infundíbulo pulmonar
6753;Q244;Estenose subaórtica congênita
6754;Q245;Malformações dos vasos coronários
6755;Q246;Bloqueio congênito do coração
6756;Q248;Outras malformações congênitas especificadas do coração
6757;Q249;Malformação não especificada do coração
6758;Q250;Permeabilidade do canal arterial
6759;Q251;Coartação da aorta
6760;Q252;Atresia da aorta
6761;Q253;Estenose da aorta
6762;Q254;Outras malformações congênitas da aorta
6763;Q255;Atresia da artéria pulmonar
6764;Q256;Estenose da artéria pulmonar
6765;Q257;Outras malformações congênitas da artéria pulmonar
6766;Q258;Outras malformações congênitas das grandes artérias
6767;Q259;Malformação congênita não especificada das grandes artérias
6768;Q260;Estenose congênita da veia cava
6769;Q261;Persistência da veia cava superior esquerda
6770;Q262;Comunicação venosa pulmonar anormal total
6771;Q263;Comunicação venosa pulmonar anormal parcial
6772;Q264;Comunicação venosa pulmonar anormal não especificado
6773;Q265;Comunicação venosa portal anormal
6774;Q266;Fístula entre a veia porta e a artéria hepática
6775;Q268;Outras malformações congênitas das grandes veias
6776;Q269;Malformação congênita não especificada de grande veia
6777;Q270;Ausência congênita e hipoplasia da artéria umbilical
6778;Q271;Estenose congênita da artéria renal
6779;Q272;Outras malformações congênitas da artéria renal
6780;Q273;Malformação artério-venosa periférica
6781;Q274;Ectasia venosa (flebectasia) congênita
6782;Q278;Outras malformações congênitas especificadas do sistema vascular periférico
6783;Q279;Malformação congênita não especificada do sistema vascular periférico
6784;Q280;Malformação arteriovenosa de vasos pré-cerebrais
6785;Q281;Outras malformações dos vasos pré-cerebrais
6786;Q282;Malformação arteriovenosa dos vasos cerebrais
6787;Q283;Outras malformações dos vasos cerebrais
6788;Q288;Outras malformações congênitas especificadas do aparelho circulatório
6789;Q289;Malformação congênita não especificada do aparelho circulatório
6790;Q300;Atresia das coanas
6791;Q301;Agenesia ou hipoplasia do nariz
6792;Q302;Fissura, entalhe ou fenda nasal
6793;Q303;Perfuração congênita do septo nasal
6794;Q308;Outras malformações congênitas do nariz
6795;Q309;Malformação congênita não especificada do nariz
6796;Q310;Pterígio da laringe
6797;Q311;Estenose subglótica congênita
6798;Q312;Hipoplasia da laringe
6799;Q313;Laringocele
6800;Q315;Laringomalácia congênita
6801;Q318;Outras malformações congênitas da laringe
6802;Q319;Malformação congênita não especificada da laringe
6803;Q320;Traqueomalácia congênita
6804;Q321;Outras malformações congênitas da traquéia
6805;Q322;Broncomalácia congênita
6806;Q323;Estenose congênita dos brônquios
6807;Q324;Outras malformações congênitas dos brônquios
6808;Q330;Pulmão cístico congênito
6809;Q331;Lobo pulmonar supranumerário
6810;Q332;Seqüestro pulmonar
6811;Q333;Agenesia do pulmão
6812;Q334;Bronquectasia congênita
6813;Q335;Tecido ectópico intrapulmonar
6814;Q336;Hipoplasia e displasia do pulmão
6815;Q338;Outras malformações congênitas do pulmão
6816;Q339;Malformação congênita não especificada do pulmão
6817;Q340;Anomalia da pleura
6818;Q341;Cisto congênito do mediastino
6819;Q348;Outras malformações congênitas especificadas do aparelho respiratório
6820;Q349;Malformação congênita não especificada do aparelho respiratório
6821;Q351;Fenda do palato duro
6822;Q353;Fenda do palato mole
6823;Q355;Fenda do palato duro com fenda do palato mole
6824;Q357;Fenda da úvula
6825;Q359;Fenda palatina não especificada
6826;Q360;Fenda labial bilateral
6827;Q361;Fenda labial mediana
6828;Q369;Fenda labial unilateral
6829;Q370;Fenda do palato duro com fenda labial bilateral
6830;Q371;Fenda do palato duro com fenda labial unilateral
6831;Q372;Fenda do palato mole com fenda labial bilateral
6832;Q373;Fenda do palato mole com fenda labial unilateral
6833;Q374;Fenda dos palatos duro e mole com fenda labial bilateral
6834;Q375;Fenda dos palatos duro e mole com fenda labial unilateral
6835;Q378;Fenda do palato com fenda labial bilateral, não especificada
6836;Q379;Fenda do palato com fenda labial unilateral, não especificada
6837;Q380;Malformações congênitas dos lábios, não classificadas em outra parte
6838;Q381;Anquiloglossia
6839;Q382;Macroglossia
6840;Q383;Outras malformações congênitas da língua
6841;Q384;Malformações congênitas das glândulas e dutos salivares
6842;Q385;Malformações congênitas do palato não classificadas em outra parte
6843;Q386;Outras malformações congênitas da boca
6844;Q387;Bolsa faríngea
6845;Q388;Outras malformações congênitas da faringe
6846;Q390;Atresia de esôfago, sem fístula
6847;Q391;Atresia de esôfago, com fístula traqueoesofágica
6848;Q392;Fístula traqueoesofágica congênita, sem atresia
6849;Q393;Estenose congênita e estreitamento congênito do esôfago
6850;Q394;Pterígio do esôfago
6851;Q395;Dilatação congênita do esôfago
6852;Q396;Divertículo do esôfago
6853;Q398;Outras malformações congênitas do esôfago
6854;Q399;Malformação congênita não especificada do esôfago
6855;Q400;Estenose hipertrófica congênita do piloro
6856;Q401;Hérnia congênita de hiato
6857;Q402;Outras malformações congênitas especificadas do estômago
6858;Q403;Malformação congênita não especificada do estômago
6859;Q408;Outras malformações congênitas especificadas do trato digestivo superior
6860;Q409;Malformação congênita não especificada do trato digestivo superior
6861;Q410;Ausência, atresia e estenose congênita do duodeno
6862;Q411;Ausência, atresia e estenose congênita do jejuno
6863;Q412;Ausência, atresia e estenose congênita do íleo
6864;Q418;Ausência, atresia e estenose congênita de outras partes especificadas do intestino delgado
6865;Q419;Ausência, atresia e estenose congênita do intestino delgado, sem especificação de localização
6866;Q420;Ausência, atresia e estenose congênita do reto, com fístula
6867;Q421;Ausência, atresia e estenose congênita do reto, sem fístula
6868;Q422;Ausência, atresia e estenose congênita do ânus, com fístula
6869;Q423;Ausência, atresia e estenose congênita do ânus, sem fístula
6870;Q428;Ausência, atresia e estenose congênita de outras partes do cólon (intestino grosso)
6871;Q429;Ausência, atresia e estenose congênita de partes não especificadas do cólon (intestino grosso)
6872;Q430;Divertículo de Meckel
6873;Q431;Doença de Hirschsprung
6874;Q432;Outros transtornos funcionais congênitos do cólon
6875;Q433;Malformações congênitas da fixação do intestino
6876;Q434;Duplicação do intestino
6877;Q435;Ânus ectópico
6878;Q436;Fístula congênita do reto e do ânus
6879;Q437;Persistência de cloaca
6880;Q438;Outras malformações congênitas especificadas do intestino
6881;Q439;Malformação congênita não especificada do intestino
6882;Q440;Agenesia, aplasia e hipoplasia da vesícula biliar
6883;Q441;Outras malformações congênitas da vesícula biliar
6884;Q442;Atresia das vias biliares
6885;Q443;Estenose e estreitamento congênitos das vias biliares
6886;Q444;Cisto do colédoco
6887;Q445;Outras malformações congênitas das vias biliares
6888;Q446;Doença cística do fígado
6889;Q447;Outras malformações congênitas do fígado
6890;Q450;Agenesia, aplasia e hipoplasia do pâncreas
6891;Q451;Pâncreas anular
6892;Q452;Cisto pancreático congênito
6893;Q453;Outras malformações congênitas do pâncreas e do duto pancreático
6894;Q458;Outras malformações congênitas especificadas do aparelho digestivo
6895;Q459;Malformação congênita não especificada do aparelho digestivo
6896;Q500;Ausência congênita dos ovários
6897;Q501;Cisto ovariano de desenvolvimento
6898;Q502;Torsão congênita do ovário
6899;Q503;Outras malformações congênitas do ovário
6900;Q504;Cisto embrionário da trompa de Falópio
6901;Q505;Cisto embrionário do ligamento largo
6902;Q506;Outras malformações congênitas das trompas de Falópio e dos ligamentos largos
6903;Q510;Agenesia e aplasia do útero
6904;Q511;Útero duplo com duplicação do colo uterino e da vagina
6905;Q512;Outra duplicação do útero
6906;Q513;Útero bicórneo
6907;Q514;Útero unicórneo
6908;Q515;Agenesia e aplasia do colo do útero
6909;Q516;Cisto embrionário do colo do útero
6910;Q517;Fístula congênita útero-digestiva ou útero-urinária
6911;Q518;Outras malformações congênitas do útero e do colo do útero
6912;Q519;Malformação congênita não especificada do útero e do colo do útero SOE
6913;Q520;Ausência congênita da vagina
6914;Q521;Duplicação da vagina
6915;Q522;Fístula reto-vaginal congênita
6916;Q523;Imperfuração do hímen
6917;Q524;Outras malformações congênitas da vagina
6918;Q525;Fusão dos lábios vulvares
6919;Q526;Malformação congênita do clitóris
6920;Q527;Outras malformações congênitas da vulva
6921;Q528;Outras malformações congênitas especificadas dos órgãos genitais femininos
6922;Q529;Malformação congênita não especificada dos órgãos genitais femininos
6923;Q530;Testículo ectópico
6924;Q531;Testículo não-descido, unilateral
6925;Q532;Testículo não-descido, bilateral
6926;Q539;Testículo não-descido, não especificado
6927;Q540;Hipospádia balânica
6928;Q541;Hipospádia peniana
6929;Q542;Hipospádia penoscrotal
6930;Q543;Hipospádia perineal
6931;Q544;Corda venérea congênita
6932;Q548;Outras hipospádias
6933;Q549;Hipospádia não especificada
6934;Q550;Ausência e aplasia do testículo
6935;Q551;Hipoplasia do(s) testículo(s) e do escroto
6936;Q552;Outras malformações congênitas do(s) testículo(s) e do escroto
6937;Q553;Atresia do canal deferente
6938;Q554;Outras malformações congênitas do canal deferente, do epidídimo, das vesículas seminais e da próstata
6939;Q555;Ausência e aplasia congênitas do pênis
6940;Q556;Outras malformações congênitas do pênis
6941;Q558;Outras malformações congênitas especificadas dos órgãos genitais masculinos
6942;Q559;Malformação congênita não especificada dos órgãos genitais masculinos
6943;Q560;Hermafroditismo não classificado em outra parte
6944;Q561;Pseudo-hermafroditismo masculino, não classificado em outra parte
6945;Q562;Pseudo-hermafroditismo feminino, não classificado em outra parte
6946;Q563;Pseudo-hermafroditismo não especificado
6947;Q564;Sexo indeterminado, não especificado
6948;Q600;Agenesia unilateral do rim
6949;Q601;Agenesia bilateral do rim
6950;Q602;Agenesia renal não especificada
6951;Q606;Síndrome de Potter
6952;Q610;Cisto congênito único do rim
6953;Q611;Rim policístico, autossômico recessivo
6954;Q612;Rim policístico, autossômico dominante
6955;Q613;Rim policístico não especificado
6956;Q614;Displasia renal
6957;Q615;Cisto medular do rim
6958;Q618;Outras doenças císticas do rim
6959;Q619;Doença cística não especificada do rim
6960;Q620;Hidronefrose congênita
6961;Q621;Atresia e estenose do ureter
6962;Q622;Megaureter congênito
6963;Q623;Outras anomalias obstrutivas da pelve renal e do ureter
6964;Q624;Agenesia do ureter
6965;Q625;Duplicação do ureter
6966;Q626;Má-posição do ureter
6967;Q627;Refluxo vésico-uretero-renal congênito
6968;Q628;Outras malformações congênitas do ureter
6969;Q630;Rim supranumerário
6970;Q631;Rim lobulado, fundido ou em ferradura
6971;Q632;Rim ectópico
6972;Q633;Rim hiperplásico e gigante
6973;Q638;Outras malformações congênitas especificadas do rim
6974;Q639;Malformação congênita não especificada do rim
6975;Q640;Epispádias
6976;Q641;Extrofia vesical
6977;Q642;Válvulas uretrais posteriores congênitas
6978;Q643;Outras formas de atresia e de estenose de uretra e do colo da bexiga
6979;Q644;Malformação do úraco
6980;Q645;Ausência congênita da bexiga e da uretra
6981;Q646;Divertículo congênito da bexiga
6982;Q647;Outras malformações congênitas da bexiga e da uretra
6983;Q648;Outras malformações congênitas especificadas do aparelho urinário
6984;Q649;Malformação congênita não especificada do aparelho urinário
6985;Q650;Luxação congênita unilateral do quadril
6986;Q651;Luxação congênita bilateral do quadril
6987;Q652;Luxação congênita não especificada do quadril
6988;Q653;Subluxação congênita unilateral do quadril
6989;Q654;Subluxação congênita bilateral do quadril
6990;Q655;Subluxação congênita não especificada do quadril
6991;Q656;Quadril instável
6992;Q658;Outras deformidades congênitas do quadril
6993;Q659;Deformidade congênita não especificada do quadril
6994;Q660;Pé torto eqüinovaro
6995;Q661;Pé torto calcaneovaro
6996;Q662;Metatarso varo
6997;Q663;Outras deformidades congênitas dos pés em varo
6998;Q664;Pé torto calcaneovalgo
6999;Q665;Pé chato congênito
7000;Q666;Outras deformidades congênitas dos pés em valgo
7001;Q667;Pé cavo
7002;Q668;Outras deformidades congênitas do pé
7003;Q669;Deformidade congênita não especificada do pé
7004;Q670;Assimetria facial
7005;Q671;Deformidade facial por compressão
7006;Q672;Dolicocefalia
7007;Q673;Plagiocefalia
7008;Q674;Outras deformidades congênitas do crânio, da face e da mandíbula
7009;Q675;Deformidades congênitas da coluna vertebral
